action	guid	original	current
removed-demo	079721a2efb9b41559557cc7cfaf01f6	Assets/Feel/NiceVibrations/HapticSamples/Objects/Book2.haptic	
retained-guid	4111d7e29da39ee46b807daa22dd3af9	Assets/Feel/MMTools/Accessories/MMDebugMenu/Scripts/MMDebugMenuItems/MMDebugMenuItemButton.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMDebugMenu/Scripts/MMDebugMenuItems/MMDebugMenuItemButton.cs
retained-guid	ecda383e35cc53e4ca2b9d5857dbd8f4	Assets/Feel/MMFeedbacks/MMFeedbacks/Core/MMF_Player/MMF_FeedbackAttributes.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Core/MMF_Player/MMF_FeedbackAttributes.cs
retained-guid	9ea7a938d4b9d584db335667287955f2	Assets/Feel/MMTools/Core/MMExtensions/MMColorExtensions.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMExtensions/MMColorExtensions.cs
removed-demo	8d712c81db4f93049b55efa80c9770b9	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Materials/FeedbacksDemoGreen.mat	
retained-guid	732c2868ba8b5ae43b78fceeb122bda4	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringWhiteBalanceTint_HDRP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringWhiteBalanceTint_HDRP.cs
removed-demo	7b408ad851ce44cc2a5a2420793adb9f	Assets/Feel/NiceVibrations/HapticSamples/Objects/Hammer2.wav	
removed-demo	bbf069ce5bd1c4360ba1993ed2633bc1	Assets/Feel/NiceVibrations/HapticSamples/Nature/CreatureRoar1.haptic	
removed-demo	870fdb8f8364af4408c9ae7eb1a234f8	Assets/Feel/FeelDemos/Barbarians/Animations/FeelBarbarianAnimatorController.controller	
removed-demo	6957ae55bef248d4fb8bf58a85bed109	Assets/Feel/FeelDemos/Blob/Materials/FeelBlobPlastic.mat	
removed-demo	a582528a989a849d8b089b8bd4398298	Assets/Feel/NiceVibrations/HapticSamples/Impacts/Glass1.wav	
retained-guid	db8a2f512b50d437b8268f17384f58c8	Assets/Feel/NiceVibrations/Scripts/Components/Resources/nv-pattern-template.txt	Assets/Data/Feedback/Feel/NiceVibrations/Scripts/Components/Defaults/nv-pattern-template.txt
retained-guid	03d0a01e308ebd141ba5386b17e109e3	Assets/Feel/MMTools/Accessories/MMParticles/MMDelayParticles.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMParticles/MMDelayParticles.cs
removed-demo	a16c33a1240b8ce4f930161a7c85fae6	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/UI/Button.prefab	
removed-demo	a7979fc6240354abb890260bd49f2545	Assets/Feel/NiceVibrations/HapticSamples/Music/Drums2.haptic	
retained-guid	0453e37c3c22e7145b8c23c7fa96de36	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/MMFloatingText/Prefabs/MMFloatingTextMeshPro.prefab	Assets/Art/Prefabs/Feel/MMFeedbacks/MMFeedbacksForThirdParty/TextMeshPro/MMFloatingText/Prefabs/MMFloatingTextMeshPro.prefab
removed-demo	4b685326475200245ba5a32fc9fb1c1b	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Sounds/Kit/MMSequencingTom1.wav	
retained-guid	186a986c8de07d3478b88dc10e508869	Assets/Feel/MMTools/Accessories/MMDebugMenu/Scripts/Events/MMDebugMenuSliderEventListener.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMDebugMenu/Scripts/Events/MMDebugMenuSliderEventListener.cs
retained-guid	a438c486d396ace46871d21f3d52bdf5	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/Cinemachine/Feedbacks/MMF_CinemachineCameraDutch.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/Cinemachine/Feedbacks/MMF_CinemachineCameraDutch.cs
removed-demo	6bfdffa6331643a40b13cc948c4b96e0	Assets/Feel/FeelDemos/Letters/Sounds/FeelLettersDemoHa1.wav	
retained-guid	36bf680dabd04c14288ec99ad204ee89	Assets/Feel/MMTools/Foundation/MMAI/AITransition.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Foundation/MMAI/AITransition.cs
removed-demo	29378ecd9dd8d3d49a37d6729efd1ca5	Assets/Feel/MMTools/Demos/MMBezierLineRenderer/MMBezierLineRenderer.unity	
retained-guid	f1ac9205114b9d44a8eed663e283ea09	Assets/Feel/MMTools/Accessories/MMCurves/Plotter/MMPlotterAxis.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMCurves/Plotter/MMPlotterAxis.cs
retained-guid	0d8a387a51a2b414b8160677b26c9d1a	Assets/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleSaw2.mat	Assets/Art/Materials/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleSaw2.mat
retained-guid	9de5862b14b53c74e8f45bf953fabf7e	Assets/Feel/MMTools/Core/MMHelpers/MMScene.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMHelpers/MMScene.cs
removed-demo	55871670d807bef42839ce5ea9b30274	Assets/Feel/FeelDemos/Letters/Sounds/FeelLettersDemoSing4.wav	
retained-guid	cecdbf60b0c9d47c9a26b99a41425de0	Assets/Feel/MMTools/Foundation/MMAchievements/Sprites/AchievementBackground.png	Assets/Art/Textures/Feel/MMTools/Foundation/MMAchievements/Sprites/AchievementBackground.png
retained-guid	9d11abeecdd903045a64fffcd165e178	Assets/Feel/MMTools/Core/Editor/MMAttributes/MMNavMeshAreaMaskAttributeDrawer.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/Editor/MMAttributes/MMNavMeshAreaMaskAttributeDrawer.cs
removed-demo	29093db279d5d0540b9a25a9d7355362	Assets/Feel/FeelDemos/Tactical/Models/FeelTacticalAssaultRifle.fbx	
removed-demo	8bbe93a47170aba408f7eb0fb89dca46	Assets/Feel/FeelDemos/Springs/Materials/FeelSpringsBarbariansHelmetHorns.mat	
removed-demo	4b4855626e574f44ba43876941f82210	Assets/Feel/NiceVibrations/Demo/DemoAssets/WobbleDemo/Scripts/WobbleDemoManager.cs	
removed-demo	a34739bef9f96964ea9c4e74bc76b121	Assets/Feel/FeelDemos/UIToolkitFeedbacksDemo/Stylesheets/FeelUIToolkitFeedbacksDemoExtraStylesheet.uss	
removed-demo	02c424cc17b7ed144a6407da09662e51	Assets/Feel/FeelDemos/Springs/Materials/FeelSpringsUnlitRedDots.mat	
removed-demo	56975ca9fb26b94469f48f0108f835bc	Assets/Feel/FeelDemos/Springs/Materials/FeelSpringsBarbariansGround.mat	
retained-guid	e41826a58ab20124eab7cfc4d79a1eaa	Assets/Feel/MMTools/Accessories/MMDebugMenu/Scripts/MMDebugTouchDisplay.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMDebugMenu/Scripts/MMDebugTouchDisplay.cs
removed-demo	544a21c17508e944d895ba631bd81244	Assets/Feel/FeelDemos/Brass/Materials/FeelBrassGround3.mat	
retained-guid	1f39d038dce44a7428bbe3628ec512d0	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMDepthOfFieldShaker_URP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/URP/Shakers/MMDepthOfFieldShaker_URP.cs
retained-guid	90d58dde470982e44ab64592b6029c50	Assets/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMAudioSourceVolumeShaker.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMAudioSourceVolumeShaker.cs
removed-demo	eaf9954881d0ec54cb87bbe549858926	Assets/Feel/NiceVibrations/Demo/Common/Sprites/NVKnob.png	
retained-guid	f7f15f032bd296c4e8197aa296f04fbb	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Feedbacks/MMF_SpringVector2.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Feedbacks/MMF_SpringVector2.cs
removed-demo	232a071ec2198754f84e37640167a61c	Assets/Feel/FeelDemos/Strike/AHAP/FeelStrikeCharge.ahap.json	
removed-demo	4252c3791fcf01a4bb23d69ab4c4a295	Assets/Feel/FeelDemos/Strike/Textures/FeelStrikeWoodOcclusion.png	
removed-demo	07da0761b3d1343e896f689ad2577eb9	Assets/Feel/NiceVibrations/HapticSamples/Weapons/DistanceGunShot2.haptic	
removed-demo	c6de2585731c3ae40a81524a39e8a32a	Assets/Feel/MMTools/Demos/MMGizmos/MMGizmoDemo.unity	
removed-demo	5600988dca3baa14ab4b4b89f00f879e	Assets/Feel/FeelDemos/Letters/Sprites/FeelLettersDemoMouth8.png	
retained-guid	73098ca8f002adc4f9debdbe47a78c9a	Assets/Feel/MMTools/Core/MMObjectPool/MMMultipleObjectPooler.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMObjectPool/MMMultipleObjectPooler.cs
removed-demo	53429a7c07d33d949b71bdb5c4d5b6d8	Assets/Feel/FeelDemos/Tactical/Sounds/FeelTacticalReloadNeeded.wav	
removed-demo	8ad403f13bc6243c4aadcc0a8348e389	Assets/Feel/NiceVibrations/HapticSamples/SoundFX/Boost1.wav	
removed-demo	246d8342c33396a488c19a031f8d655e	Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/TTF/Lato-Light.ttf	
removed-demo	052a1ddaa5cde89418cc663713871270	Assets/Feel/FeelDemos/Snake/Sounds/FeelSnakePiano3.wav	
removed-demo	2190c21266fe04767ae3f89f379061b0	Assets/Feel/NiceVibrations/HapticSamples/Objects/Woodsaw1.haptic	
removed-demo	a26feb16bb9f2df41badeddb95abe94e	Assets/Feel/FeelDemos/Barbarians/Materials/FeelBarbarianAttackParticleMaterial.mat	
retained-guid	4b96a37932e03d84586c714caa05bf79	Assets/Feel/MMTools/Core/MMAudio/MMSoundManager/Events/MMSoundManagerSoundFadeEvent.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAudio/MMSoundManager/Events/MMSoundManagerSoundFadeEvent.cs
removed-demo	2ed1a43e37258a645b445d25eaa6c8e7	Assets/Feel/FeelDemosHDRP/Falcon/Sounds/FeelFalconEngineStartSound.wav	
retained-guid	a74b1b5d357902346825fdfd125ea399	Assets/Feel/MMTools/Core/MMSaveLoad/MMSaveLoadTestScene.unity	Assets/Scenes/Feel/MMTools/Core/MMSaveLoad/MMSaveLoadTestScene.unity
removed-demo	93667318b5de24146bffa2041c96fcd8	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Models/Background/Background.fbx	
removed-demo	aa1c93a212a31e8458e49fef6fa00885	Assets/Feel/FeelDemos/Tactical/Animations/FeelTacticalNeutral.anim	
removed-demo	7fde4c9141938aa43bb4719fda47aad8	Assets/Feel/NiceVibrations/Demo/DemoAssets/WobbleDemo/Sounds/NVWobbleSpring.wav	
removed-demo	e7b776ddbc27adf469439ca5cdc1426e	Assets/Feel/FeelDemos/Snake/Sounds/FeelSnakeDrum.wav	
removed-demo	ea8a04d36984947ddaf296db5484d176	Assets/Feel/NiceVibrations/HapticSamples/Impacts/CarCrash1.wav	
retained-guid	fa26be0caf703664aa4524fb89373dd1	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Core/MMSpringClampSettings.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Core/MMSpringClampSettings.cs
removed-demo	516e3ec07e472164f97fd51ce17b13b0	Assets/Feel/NiceVibrations/Demo/Common/Scripts/UI/MMSpriteReplace.cs	
removed-demo	0a4d3aae2b26b4e14aecb823eb10eb85	Assets/Feel/NiceVibrations/HapticSamples/Objects/Pen1.wav	
retained-guid	4b4d071b416837d40b9bab019b738769	Assets/Feel/MMTools/Core/MMSaveLoad/MMSaveLoadManagerMethod.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMSaveLoad/MMSaveLoadManagerMethod.cs
retained-guid	293c62544284dea419e338a8524a7fb4	Assets/Feel/MMFeedbacks/MMFeedbacks/Core/MMFeedbackTiming.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Core/MMFeedbackTiming.cs
removed-demo	3d30a37fa8b8b4239a9e5a8ecf2bcca0	Assets/Feel/NiceVibrations/HapticSamples/Impacts/Body3.haptic	
removed-demo	557773c989ca5454b90b6416bb012ee3	Assets/Feel/NiceVibrations/HapticSamples/Objects/SwitchLight3.haptic	
removed-demo	18f19d03b5eb5f6438c7255ed4adfd44	Assets/Feel/FeelDemos/Barbarians/Sounds/FeelBarbariansGrunt2.wav	
removed-demo	4cb634cd904754615b18e24545da86ab	Assets/Feel/NiceVibrations/HapticSamples/ApplicationUX/Hover2.wav	
removed-demo	bc3296cde2eaf8d44900625db2a9c5be	Assets/Feel/FeelDemos/Strike/StrikeURP/FeelStrikeReflectionProbe-0.exr	
removed-demo	807a347bd241c1b468551c4b80c166ee	Assets/Feel/FeelDemos/Brass/Materials/FeelBrassClothes 1.mat	
removed-demo	d6252c9736dd3514dae1fc4563f27d43	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Sounds/Kit/MMSequencingNote1.wav	
removed-demo	1a56e529cc6f9354ebe7986cb56493be	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Materials/SequencerCarpet06.mat	
retained-guid	a2cfef06e5c2aee4dad9fb668eddb176	Assets/Feel/MMTools/Core/Editor/MMRadio/MMRadioSignalGeneratorEditor.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/Editor/MMRadio/MMRadioSignalGeneratorEditor.cs
retained-guid	dd5c9de2e9b0d6540b318450df3fb297	Assets/Feel/MMFeedbacks/MMFeedbacks/Core/Legacy/MMFeedbacksEnabler.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Core/Legacy/MMFeedbacksEnabler.cs
removed-demo	10f1060b18f7ba34f92053a256e89d10	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Models/MMBurger.fbx	
retained-guid	5e48c6b5155ab684092ac6890f8f3af4	Assets/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Semibold SDF.asset	Assets/Data/Feedback/Feel/MMTools/Demos/MMTween/Fonts/Lato/SDF/Lato-Semibold SDF.asset
retained-guid	3aad8b45814dc6f4cab32abed0a152b8	Assets/Feel/MMTools/Accessories/MMActivation/MMToggleActive.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMActivation/MMToggleActive.cs
retained-guid	5a39fcd2b055db14184fbda2b333f40c	Assets/Feel/MMTools/Accessories/MMActivation/MMPlatformActivation.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMActivation/MMPlatformActivation.cs
removed-demo	b095455289bc04fca92e91be30c46fa5	Assets/Feel/NiceVibrations/HapticSamples/Impacts/Punch1.wav	
removed-demo	9e34b43e9bf99a447998a311f10f77e9	Assets/Feel/FeelDemos/Duck/FeelDuck.unity	
retained-guid	7ca043dc9da4b1e49a30103f3e9a5fa8	Assets/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMAudioFilterHighPassShaker.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Shakers/MMAudioFilterHighPassShaker.cs
retained-guid	c0c6834fc909cbf439bdf1d669ef2958	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringColorAdjustmentsSaturation_HDRP.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/HDRP/Springs/MMSpringColorAdjustmentsSaturation_HDRP.cs
removed-demo	6a7e2ca1987944de39aba76339acf1b0	Assets/Feel/NiceVibrations/HapticSamples/ApplicationUX/Beep3.haptic	
retained-guid	ca6eb3d6d3c09444ca79e5047b01e58c	Assets/Feel/MMTools/Core/MMAttributes/MMRequiresConstantRepaintAttribute.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMAttributes/MMRequiresConstantRepaintAttribute.cs
removed-demo	d17be13a510eb8d4e9143fc087d48ac8	Assets/Feel/NiceVibrations/Demo/Common/Scripts/DemoManager.cs	
retained-guid	d0cf5074ca154b84c9792d6d8c1e8ab0	Assets/Feel/MMTools/Accessories/MMUtilities/MMSceneViewIcon.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMUtilities/MMSceneViewIcon.cs
removed-demo	f14dd1b35629eb44b85455e276cab64a	Assets/Feel/FeelDemos/Toaster/Materials/FeelToasterMugMaterial.mat	
retained-guid	a617e0f28404308478e66c689628ebf8	Assets/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleSpiral1.mat	Assets/Art/Materials/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleSpiral1.mat
removed-demo	434d7023f5e92d542b23666ffb61e63d	Assets/Feel/FeelDemos/Snake/Materials/FeelSnakeBackgroundMaterial.mat	
removed-demo	01a5bc3e4d0d4f54ebae2fb3ae9048f4	Assets/Feel/FeelDemos/Tactical/Prefabs/FeelTacticalFeedbackPoweredFloatingText.prefab	
removed-demo	5b6d24a7a31bbc74e901dd324c6d2c85	Assets/Feel/FeelDemos/Barbarians/Textures/BarbarianBodyTexture.png	
retained-guid	07b798a3f371c8f4f9919515319eb447	Assets/Feel/MMTools/Accessories/MMUtilities/MMTransformRandomizer.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMUtilities/MMTransformRandomizer.cs
removed-demo	618ddfc15e28454459ee2236b25eb5be	Assets/Feel/MMTools/Demos/MMFollowTarget/MMFollowTargetDemoGroundMaterial.mat	
removed-demo	27ac4d418f8c1f741b076e8d203aa642	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/Metal03_col.png	
removed-demo	54440253e69f3dc40971707d9e51d7da	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Sounds/Kit/MMSequencingNote3.wav	
removed-demo	120d834796037bf43802cdec7efa7096	Assets/Feel/FeelDemos/Toaster/Audio/FeelToasterSound.wav	
removed-demo	a07c9e956826afc4fbbcdf440521d85c	Assets/Feel/NiceVibrations/Demo/DemoAssets/BallDemo/HitAnimation.anim	
removed-demo	8afe5f72f4d9ef242a63799641fa0e12	Assets/Feel/FeelDemos/Strike/Sounds/FeelStrikeHit.wav	
removed-demo	5930511fddc4a284ba70e40b13438e0b	Assets/Feel/FeelDemosHDRP/Falcon/HDRPSettings/FeelFalconHDRenderPipelineAsset.asset	
retained-guid	8101c376367d6e44f84e602722e5ac10	Assets/Feel/MMTools/Core/MMSceneLoading/LoadingScreens/MMAdditiveLoadingScreenFastFade.unity	Assets/Scenes/Feel/MMTools/Core/MMSceneLoading/LoadingScreens/MMAdditiveLoadingScreenFastFade.unity
removed-demo	bb209fb0eab5d4f21b12d98cd39f91b0	Assets/Feel/NiceVibrations/HapticSamples/Objects/Keyboard2.haptic	
retained-guid	e0e80ff7156603346bbdc8c121863234	Assets/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleBubble1.mat	Assets/Art/Materials/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleBubble1.mat
retained-guid	25b0ed6a11cf3824a8b13811a1420451	Assets/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleCircle2NM.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMRipple/MMRippleCircle2NM.png
retained-guid	ca68228d4301d47fab6a64b6d285e2dd	Assets/Feel/NiceVibrations/Scripts/Components/DeviceCapabilities.cs	Assets/Scripts/ThirdParty/Feel/NiceVibrations/Scripts/Components/DeviceCapabilities.cs
removed-demo	6d3808af06b15344d9ec6756eb711b86	Assets/Feel/FeelDemos/Springs/PostProcessing/FeelSpringsTreesPostProcessingVolume.asset	
retained-guid	279c3792841e74f96b13b007d349facc	Assets/Feel/NiceVibrations/Plugins/macOS/libnice_vibrations_editor_plugin.dylib	Assets/Scripts/ThirdParty/Feel/NiceVibrations/Plugins/macOS/libnice_vibrations_editor_plugin.dylib
removed-demo	85100f2846b96ab4db6a40b985d86c31	Assets/Feel/FeelDemos/Barbarians/Materials/FeelBarbarianBackgroundGrass.mat	
retained-guid	addcaa6f7df18984691dc300b3be4f7b	Assets/Feel/MMTools/Accessories/MMDebugMenu/Prefabs/MMDebugMenuSlider.prefab	Assets/Art/Prefabs/Feel/MMTools/Accessories/MMDebugMenu/Prefabs/MMDebugMenuSlider.prefab
removed-demo	06aafbf979b77400ba25f775e1d2ead9	Assets/Feel/NiceVibrations/HapticSamples/Weapons/HeavyMachineGunLoad1.haptic	
removed-demo	0caa033144b76ea459799fff82b26335	Assets/Feel/FeelDemos/Toaster/Prefabs/FeelToasterPrefab.prefab	
removed-demo	f875bba495f73804582057f1fa52419e	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Sounds/Kit/MMSequencingTom4.wav	
retained-guid	9bd9265533309304db171aa9f916554a	Assets/Feel/MMTools/Core/MMSceneLoading/Sprites/LoadingAnimation.png	Assets/Art/Textures/Feel/MMTools/Core/MMSceneLoading/Sprites/LoadingAnimation.png
retained-guid	77fbd9fa5542ff04f80886780072ea6c	Assets/Feel/MMTools/Accessories/MMVFX/MMParticles/MMParticlesWhirlwind.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMVFX/MMParticles/MMParticlesWhirlwind.png
removed-demo	10e7c81bccf528b468314ffae2d979ee	Assets/Feel/MMFeedbacks/Demos/SequencingDemo/Textures/PaintedMetal02_met.png	
retained-guid	32dd23bf97680be41a75b45b50f0d8ac	Assets/Feel/MMTools/Accessories/MMPerformance/MMFPSUnlock.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMPerformance/MMFPSUnlock.cs
removed-demo	e36ec190f12fb2f48a83333af62f5de5	Assets/Feel/FeelDemos/Barbarians/Materials/FeelBarbarianBackgroundRock.mat	
retained-guid	109f4af2c917dc74aa07733bafe2f548	Assets/Feel/MMFeedbacks/MMFeedbacks/Core/MMF_Player/MMF_PlayerEnabler.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Core/MMF_Player/MMF_PlayerEnabler.cs
retained-guid	f2be8011322fbf943a44edc64dedbf2c	Assets/Feel/MMTools/Accessories/MMDebugMenu/Prefabs/MMDebugMenuButtonBorder.prefab	Assets/Art/Prefabs/Feel/MMTools/Accessories/MMDebugMenu/Prefabs/MMDebugMenuButtonBorder.prefab
removed-demo	df2b0fd193fd843e2a71bf092b370cea	Assets/Feel/NiceVibrations/HapticSamples/Objects/Velcro1.haptic	
retained-guid	d9497e52f2de0254eaec18ccb13d788f	Assets/Feel/MMTools/Accessories/MMGUI/Materials/MMFaderRoundMaterialMask.mat	Assets/Art/Materials/Feel/MMTools/Accessories/MMGUI/Materials/MMFaderRoundMaterialMask.mat
removed-demo	c5544e72c7419464ebbf12739c61cf67	Assets/Feel/FeelDemos/Tactical/Sounds/FeelTacticalReload.wav	
removed-demo	bebedb9f3395e5b408ff645048a4cbe2	Assets/Feel/FeelDemos/Strike/Sounds/FeelStrikeThrow.wav	
removed-demo	0e0da2512eb228249b90c3a2d729080b	Assets/Feel/FeelDemos/Strike/Volume/FeelStrikeVolumeProfile.asset	
removed-demo	ca84483515897314ab34ade6c928d2ca	Assets/Feel/FeelDemos/CardsUI/PostProcessing/FeelCardsUIPPProfile.asset	
retained-guid	75c82ca66be53244b90a3a4794a07e63	Assets/Feel/MMTools/Core/MMExtensions/MMVector4Extensions.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMExtensions/MMVector4Extensions.cs
removed-demo	a4475960903154554b44af35f83ca639	Assets/Feel/NiceVibrations/HapticSamples/Weapons/HeavyMachineGunLoad1.wav	
removed-demo	e11dde6e0b28698408384c45fc92170b	Assets/Feel/NiceVibrations/Demo/DemoAssets/WobbleDemo/Animations/WobbleButtonAnimator.controller	
removed-demo	697b6e7dea1fde146b7e3e5cf3ed9e9f	Assets/Feel/FeelDemos/FeelTemplatesDemo.unitypackage	
removed-demo	de3a1baa54cd4fe45a1fa936353a2d57	Assets/Feel/FeelDemos/GettingStartedTutorial/PostProcessing/FeelGettingStartedTutorial PostProcessingProfile_URP.asset	
retained-guid	1466e386bacf73e428d7e19707b9e185	Assets/Feel/MMFeedbacks/MMFeedbacks/Core/MMF_Player/MMF_Feedback.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Core/MMF_Player/MMF_Feedback.cs
removed-demo	5a896219e92d3432894a4720ceaa7267	Assets/Feel/NiceVibrations/HapticSamples/Objects/Flashlight2.haptic	
retained-guid	991ae4d843392bc4e9ec4e7d8649d94e	Assets/Feel/MMTools/Core/MMRadio/MMProperty/MMPropertyLink/MMPropertyLinkColor.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMRadio/MMProperty/MMPropertyLink/MMPropertyLinkColor.cs
removed-demo	e991e8338c2853d44b4bc3ad13aee865	Assets/Feel/MMTools/Demos/MMSceneLoading/SceneStartsTester.prefab	
removed-demo	28a795932f88c544982a3248b1387dfc	Assets/Feel/FeelDemos/Tactical/Prefabs/FeelTacticalSimpleFloatingText.prefab	
retained-guid	cd48b27a4bcde354a99ab15f0bd82486	Assets/Feel/MMFeedbacks/MMFeedbacks/Springs/Springs/MMSpringScale.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacks/Springs/Springs/MMSpringScale.cs
retained-guid	bdc5330a25b04664fbea7584bb62d859	Assets/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_BlueDots.png	Assets/Art/Textures/Feel/MMTools/Accessories/MMPrototypeTextures/Textures/MMProtoTextures/MMProtoTextures_BlueDots.png
removed-demo	9b87c0dd981e72b4abff6b56929b3e68	Assets/Feel/MMFeedbacks/Demos/MMFeedbacksDemo/Models/MMCupcake.fbx	
retained-guid	1e4e4b1cacbffd14ebb3aea93190805f	Assets/Feel/MMTools/Accessories/MMDebugMenu/Scripts/Commands/MMDebugMenuCommands.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMDebugMenu/Scripts/Commands/MMDebugMenuCommands.cs
retained-guid	503fff45948a0ea4cb047c033294e914	Assets/Feel/MMTools/Core/MMTween/MMTweenType.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Core/MMTween/MMTweenType.cs
retained-guid	8434b53deaa9ae04f87f3c24bf70d482	Assets/Feel/MMTools/Accessories/MMActivation/MMConditionalActivation.cs	Assets/Scripts/ThirdParty/Feel/MMTools/Accessories/MMActivation/MMConditionalActivation.cs
retained-guid	6906d20e526ebe749b396f651e78e047	Assets/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/MMRadio/MMF_FeedbackBase.cs	Assets/Scripts/ThirdParty/Feel/MMFeedbacks/MMFeedbacksForThirdParty/MMTools/MMRadio/MMF_FeedbackBase.cs
removed-demo	2bdd38b8aebea1441a25488746ec71ac	Assets/Feel/FeelDemos/MMProgressBar/FeelMMProgressBar.unity	
removed-demo	a1bc3be25cbcd914ab881b9f55281c1f	Assets/Feel/NiceVibrations/Demo/Common/Fonts/RobotoMono-Light.ttf	
removed-demo	3c2b770a337e648528945c0b97fa31f3	Assets/Feel/NiceVibrations/HapticSamples/Impacts/Concrete3.haptic	
